trial,start_contact_wall_time,start_contact_in_video,duration,capture_or_not,roach_weight,date,day,Video_File,video_start_time,duration_confidence,description
1,9:18:51,0:51:54,1.5,N,0.12,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T082657-092657.mp4,8:26:57,,
1,9:18:55,0:51:58,4,N,0.12,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T082657-092657.mp4,8:26:57,,
1,9:19:04,0:52:07,33,Y,0.12,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T082657-092657.mp4,8:26:57,Mid,
2,9:48:35,0:21:38,1,N,0.132,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
2,9:48:44,0:21:47,1,N,0.132,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
2,9:49:30,0:22:33,10,N,0.132,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
2,9:50:08,0:23:11,20,N,0.132,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
2,9:50:46,0:23:49,24,Y,0.132,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,Low,"Hard to know exactly when the roach is killed, could be 12 seconds later"
3,9:57:34,0:30:37,1,N,0.152,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
3,9:57:46,0:30:49,1,N,0.152,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
3,9:57:56,0:30:59,2,N,0.152,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
3,9:58:06,0:31:09,3.1,N,0.152,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
3,9:58:14,0:31:17,31,Y,0.152,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,High,
4,10:07:12,0:40:15,2.3,N,0.088,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
4,10:07:28,0:40:31,2.6,N,0.088,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
4,10:07:34,0:40:37,15,Y,0.088,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,High,
5,10:16:14,0:49:17,1.7,N,0.098,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
5,10:16:21,0:49:24,2.1,N,0.098,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
5,10:16:25,0:49:28,5,N,0.098,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
5,10:21:34,0:54:37,1.1,N,0.098,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,,
5,10:21:41,0:54:44,15,Y,0.098,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T092657-102657.mp4,9:26:57,High,
6,10:30:28,0:03:31,1.6,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:01,0:04:04,1.1,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:06,0:04:09,1.5,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:08,0:04:11,3.3,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:19,0:04:22,1.5,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:25,0:04:28,1.2,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:30,0:04:33,1,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:33,0:04:36,2.2,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:46,0:04:49,4.8,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:31:54,0:04:57,19,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,,
6,10:32:16,0:05:19,21,N,0.177,5/15/25,2,RCC00040_bucket_e3v81a8-20250515T102657-112658.mp4,10:26:57,High,
1,9:22:57,0:22:39,0.5,N,0.146,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
1,9:23:07,0:22:49,0.5,N,0.146,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
1,9:23:20,0:23:02,0.7,N,0.146,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
1,9:23:26,0:23:08,3,N,0.146,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
1,9:23:30,0:23:12,11,N,0.146,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
1,9:23:43,0:23:25,11.5,Y,0.146,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,High,
2,9:34:46,0:34:28,0.7,N,0.093,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
2,9:34:51,0:34:33,0.9,N,0.093,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
2,9:35:00,0:34:42,7,Y,0.093,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,High,
3,9:48:51,0:48:33,3,N,0.175,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
3,9:50:10,0:49:52,2,N,0.175,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
3,9:50:56,0:50:38,2.9,N,0.175,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
3,9:51:01,0:50:43,7,N,0.175,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,,
3,9:51:09,0:50:51,9.5,Y,0.175,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T090018-100019.mp4,9:00:18,Mid,"You might argue that this attempt is the same attempt as last one, but roach got to their feet in the middle and was able to ran away. I call that two different attempts."
4,10:06:20,0:06:01,1.6,N,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
4,10:06:44,0:06:25,1.3,N,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
4,10:06:52,0:06:33,2.1,N,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
4,10:06:58,0:06:39,1.3,N,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
4,10:07:04,0:06:45,1,N,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
4,10:07:09,0:06:50,9,N,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,High,roach ended up being buried in beddings
4,10:07:24,0:07:05,8,N,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,Mid,"Roach was running around, slippery, ended up dropping"
4,10:07:38,0:07:19,9.5,Y,0.153,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
5,10:22:36,0:22:17,2.6,N,0.176,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
5,10:22:44,0:22:25,14.2,N,0.176,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
5,10:23:20,0:23:01,2,N,0.176,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
5,10:23:31,0:23:12,8,Y,0.176,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,Mid,The mouse did ran with the carcass for a while
6,10:36:58,0:36:39,1.2,N,0.166,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
6,10:37:13,0:36:54,1,N,0.166,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
6,10:37:25,0:37:06,5,N,0.166,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,,
6,10:37:33,0:37:14,7,Y,0.166,5/16/25,3,RCC00040_bucket_e3v81a8-20250516T100019-110019.mp4,10:00:19,Mid,
1,9:11:16,0:19:38,1,N,0.147,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
1,9:14:46,0:23:08,1.2,N,0.147,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
1,9:15:12,0:23:34,1,N,0.147,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
1,9:15:20,0:23:42,1.5,N,0.147,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
1,9:15:25,0:23:47,5,N,0.147,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
1,9:15:38,0:24:00,5,N,0.147,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
1,9:15:45,0:24:07,12,Y,0.147,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,High,Duration could be shorter
2,9:25:30,0:33:52,1,N,0.139,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
2,9:26:04,0:34:26,1,N,0.139,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
2,9:26:06,0:34:28,3,N,0.139,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
2,9:26:12,0:34:34,10,Y,0.139,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,High,
3,9:34:32,0:42:54,10,N,0.137,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
3,9:34:48,0:43:10,3,N,0.137,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
3,9:35:03,0:43:25,2,N,0.137,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
3,9:35:20,0:43:42,3,N,0.137,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
3,9:35:35,0:43:57,5,N,0.137,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
3,9:35:47,0:44:09,13,Y,0.137,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,High,
4,9:42:18,0:50:40,1,N,0.138,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
4,9:43:04,0:51:26,4,N,0.138,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
4,9:43:10,0:51:32,4,N,0.138,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
4,9:43:20,0:51:42,3,N,0.138,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
4,9:43:27,0:51:49,2,N,0.138,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,,
4,9:43:36,0:51:58,8,Y,0.138,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T085138-095138.mp4,8:51:38,High,
5,9:52:20,0:00:42,11,Y,0.093,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T095138-105139.mp4,9:51:38,High,
6,10:01:03,0:09:25,1,N,0.119,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T095138-105139.mp4,9:51:38,,
6,10:01:50,0:10:12,15,N,0.119,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T095138-105139.mp4,9:51:38,,
6,10:02:07,0:10:29,5,Y,0.119,5/17/25,4,RCC00040_bucket_e3v81a8-20250517T095138-105139.mp4,9:51:38,High,
