trial,start_contact_wall_time,start_contact_in_video,duration,capture_or_not,roach_weight,date,day,Video_File,video_start_time,duration_confidence,description
1,8:57:15,0:20:32,2.5,N,0.19,11/17/25,2,RCC00083_bucket_e3v810a-20251117T083643-093643.mp4,8:36:43,,
1,8:57:28,0:20:45,4,Y,0.19,11/17/25,2,RCC00083_bucket_e3v810a-20251117T083643-093643.mp4,8:36:43,Mid,
2,9:05:20,0:28:37,25,Y,0.18,11/17/25,2,RCC00083_bucket_e3v810a-20251117T083643-093643.mp4,8:36:43,High,
3,9:15:12,0:38:29,0.8,N,0.15,11/17/25,2,RCC00083_bucket_e3v810a-20251117T083643-093643.mp4,8:36:43,,
3,9:15:19,0:38:36,18,Y,0.15,11/17/25,2,RCC00083_bucket_e3v810a-20251117T083643-093643.mp4,8:36:43,Mid,
4,9:25:20,0:48:37,1.7,N,0.14,11/17/25,2,RCC00083_bucket_e3v810a-20251117T083643-093643.mp4,8:36:43,,
4,9:25:23,0:48:40,14,Y,0.14,11/17/25,2,RCC00083_bucket_e3v810a-20251117T083643-093643.mp4,8:36:43,Mid,
5,9:37:05,0:00:22,5,Y,0.12,11/17/25,2,RCC00083_bucket_e3v810a-20251117T093643-103644.mp4,9:36:43,Mid,
6,9:46:55,0:10:12,4,Y,0.17,11/17/25,2,RCC00083_bucket_e3v810a-20251117T093643-103644.mp4,9:36:43,High,"Headless roach 6,7 seconds later"
1,9:18:00,0:21:14,1.1,N,0.204,11/18/25,3,RCC00083_bucket_e3v810a-20251118T085646-095647.mp4,8:56:46,,
1,9:18:45,0:21:59,10,Y,0.204,11/18/25,3,RCC00083_bucket_e3v810a-20251118T085646-095647.mp4,8:56:46,High,
2,9:27:34,0:30:48,22,Y,0.221,11/18/25,3,RCC00083_bucket_e3v810a-20251118T085646-095647.mp4,8:56:46,Mid,
3,9:39:04,0:42:18,5,Y,0.176,11/18/25,3,RCC00083_bucket_e3v810a-20251118T085646-095647.mp4,8:56:46,High,
4,9:49:04,0:52:18,7,Y,0.249,11/18/25,3,RCC00083_bucket_e3v810a-20251118T085646-095647.mp4,8:56:46,High,
5,10:00:47,0:04:00,1,N,0.271,11/18/25,3,RCC00083_bucket_e3v810a-20251118T095647-105648.mp4,9:56:47,,
5,10:00:50,0:04:03,3,N,0.271,11/18/25,3,RCC00083_bucket_e3v810a-20251118T095647-105648.mp4,9:56:47,,
5,10:01:01,0:04:14,5,Y,0.271,11/18/25,3,RCC00083_bucket_e3v810a-20251118T095647-105648.mp4,9:56:47,High,
6,10:19:17,0:22:30,13,Y,0.181,11/18/25,3,RCC00083_bucket_e3v810a-20251118T095647-105648.mp4,9:56:47,High,
1,9:09:05,0:11:56,1.3,N,0.251,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,,
1,9:09:12,0:12:03,4,Y,0.251,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,High,
2,9:18:57,0:21:48,7,Y,0.25,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,,
3,9:28:22,0:31:13,3,N,0.238,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,,
3,9:28:28,0:31:19,14,Y,0.238,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,Mid,Could be earlier (but earlier the roach still seems to have head)
4,9:38:47,0:41:38,5,N,0.302,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,,
4,9:39:05,0:41:56,1.5,N,0.302,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,,
4,9:39:07,0:41:58,16,Y,0.302,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,Mid,
5,9:48:22,0:51:13,5,Y,0.188,11/19/25,4,RCC00083_bucket_e3v810a-20251119T085709-095709.mp4,8:57:09,High,
6,10:00:05,0:02:56,4,Y,0.191,11/19/25,4,RCC00083_bucket_e3v810a-20251119T095709-105710.mp4,9:57:09,High,
