trial,start_contact_wall_time,start_contact_in_video,duration,capture_or_not,roach_weight,date,day,Video_File,video_start_time,duration_confidence,description
2,9:49:01,0:11:06,2.1,N,0.06,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,,
2,9:49:11,0:11:16,1.8,N,0.06,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,High,
2,9:49:14,0:11:19,1.2,N,0.06,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,Mid,
2,9:49:22,0:11:27,13,Y,0.06,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,High,
3,10:08:08,0:30:13,0.6,N,0.152,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,Low,"A lot of small contacts, less strikes. combining multiple small contacts into 1 strike"
3,10:08:38,0:30:43,0.7,N,0.152,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,Low,
3,10:08:57,0:31:02,10,N,0.152,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,Mid,
3,10:09:19,0:31:24,11,Y,0.152,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,Mid,You can argue that 10:08:57 strike was continuous till 10:09:30
4,10:32:35,0:54:40,0.5,N,0.139,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,,
4,10:34:19,0:56:24,5,N,0.139,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,,
4,10:34:32,0:56:37,14,Y,0.139,5/23/25,2,RCC00036_bucket_e3v810a-20250523T093755-103755.mp4,9:37:55,Mid,
5,10:48:56,0:11:01,0.9,N,0.198,5/23/25,2,RCC00036_bucket_e3v810a-20250523T103755-113756.mp4,10:37:55,,
5,10:49:04,0:11:09,0.6,N,0.198,5/23/25,2,RCC00036_bucket_e3v810a-20250523T103755-113756.mp4,10:37:55,,
5,10:49:16,0:11:21,20,N,0.198,5/23/25,2,RCC00036_bucket_e3v810a-20250523T103755-113756.mp4,10:37:55,,
5,10:49:45,0:11:50,7.5,Y,0.198,5/23/25,2,RCC00036_bucket_e3v810a-20250523T103755-113756.mp4,10:37:55,Mid,
6,11:41:58,0:04:02,3,N,0.148,5/23/25,2,RCC00036_bucket_e3v810a-20250523T113756-123757.mp4,11:37:56,,
6,11:42:04,0:04:08,7,N,0.148,5/23/25,2,RCC00036_bucket_e3v810a-20250523T113756-123757.mp4,11:37:56,,
6,11:42:30,0:04:34,12,N,0.148,5/23/25,2,RCC00036_bucket_e3v810a-20250523T113756-123757.mp4,11:37:56,,
6,11:42:45,0:04:49,11,Y,0.148,5/23/25,2,RCC00036_bucket_e3v810a-20250523T113756-123757.mp4,11:37:56,High,
1,10:20:13,0:51:00,4.8,N,0.161,5/24/25,3,RCC00036_bucket_e3v810a-20250524T092913-102913.mp4,9:29:13,,
1,10:20:39,0:51:26,0.5,N,0.161,5/24/25,3,RCC00036_bucket_e3v810a-20250524T092913-102913.mp4,9:29:13,,
1,10:20:45,0:51:32,4.2,N,0.161,5/24/25,3,RCC00036_bucket_e3v810a-20250524T092913-102913.mp4,9:29:13,Mid,short gap between this and next strike
1,10:20:53,0:51:40,13,Y,0.161,5/24/25,3,RCC00036_bucket_e3v810a-20250524T092913-102913.mp4,9:29:13,High,
2,10:25:22,0:56:09,2.5,N,0.147,5/24/25,3,RCC00036_bucket_e3v810a-20250524T092913-102913.mp4,9:29:13,,
2,10:25:28,0:56:15,14,Y,0.147,5/24/25,3,RCC00036_bucket_e3v810a-20250524T092913-102913.mp4,9:29:13,Mid,"It might be 11s, not sure whether the roach was dead then"
3,10:33:33,0:04:20,3,N,0.138,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
3,10:33:49,0:04:36,11,Y,0.138,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,High,
4,10:43:15,0:14:02,1.5,N,0.142,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
4,10:44:13,0:15:00,6.3,Y,0.142,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,Mid,could be later
5,10:52:51,0:23:38,2,N,0.127,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
5,10:52:57,0:23:44,8,N,0.127,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
5,10:53:30,0:24:17,1,N,0.127,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
5,10:53:43,0:24:30,7,Y,0.127,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,High,
6,11:06:43,0:37:30,0.5,N,0.166,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
6,11:07:33,0:38:20,2.3,N,0.166,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
6,11:07:42,0:38:29,8.9,N,0.166,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,,
6,11:08:04,0:38:51,6.7,Y,0.166,5/24/25,3,RCC00036_bucket_e3v810a-20250524T102913-112914.mp4,10:29:13,Mid,"It could be 2 separate strikes, which will decrease this duration"
1,8:19:46,0:34:31,0.7,N,0.118,5/26/25,4,RCC00036_bucket_e3v810a-20250526T074515-084517.mp4,7:45:15,,
1,8:26:34,0:41:19,0.4,N,0.118,5/26/25,4,RCC00036_bucket_e3v810a-20250526T074515-084517.mp4,7:45:15,,
1,8:27:05,0:41:50,15,Y,0.118,5/26/25,4,RCC00036_bucket_e3v810a-20250526T074515-084517.mp4,7:45:15,High,
2,8:46:27,0:01:12,0.7,N,0.206,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
2,8:48:19,0:03:04,1.6,N,0.206,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
2,8:48:31,0:03:16,3.2,N,0.206,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
2,8:48:44,0:03:29,14,N,0.206,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
2,8:49:33,0:04:18,0.9,N,0.206,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
2,8:50:37,0:05:22,7,Y,0.206,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,High,
3,9:08:35,0:23:20,2,N,0.159,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
3,9:08:43,0:23:28,2,N,0.159,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
3,9:08:52,0:23:37,6,N,0.159,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
3,9:09:00,0:23:45,8,Y,0.159,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,High,
4,9:23:39,0:38:24,0.9,N,0.092,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
4,9:24:17,0:39:02,8.5,Y,0.092,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,Mid,
5,9:40:23,0:55:08,1,N,0.201,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
5,9:41:04,0:55:49,2,N,0.201,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
5,9:41:12,0:55:57,1.1,N,0.201,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
5,9:41:40,0:56:25,1,N,0.201,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,,
5,9:42:20,0:57:05,28,Y,0.201,5/26/25,4,RCC00036_bucket_e3v810a-20250526T084515-094516.mp4,8:45:15,High,
6,10:02:05,0:16:49,0.5,N,0.162,5/26/25,4,RCC00036_bucket_e3v810a-20250526T094516-103014.mp4,9:45:16,,
6,10:02:15,0:16:59,8.5,N,0.162,5/26/25,4,RCC00036_bucket_e3v810a-20250526T094516-103014.mp4,9:45:16,,
6,10:02:41,0:17:25,8,Y,0.162,5/26/25,4,RCC00036_bucket_e3v810a-20250526T094516-103014.mp4,9:45:16,High,
